Open,High,Low,Close,Volume
2229.75,2229.9,2228.0,2229.9,3994
2229.85,2232.0,2228.3,2229.25,2115
2229.5,2229.5,2228.45,2228.9,346
2228.95,2229.45,2228.0,2228.0,250
2229.0,2230.35,2228.55,2228.55,979
2229.5,2230.2,2228.0,2228.35,1600
2229.0,2230.5,2228.2,2228.5,2449
2228.5,2230.6,2228.5,2229.95,492
2229.95,2230.5,2229.0,2229.7,767
2229.75,2230.5,2229.25,2230.5,304
2230.55,2230.6,2229.6,2229.65,523
2229.65,2231.05,2229.5,2229.5,376
2229.6,2230.45,2228.35,2229.45,840
2230.6,2231.0,2230.0,2230.9,255
2232.0,2232.0,2230.65,2232.0,1565
2232.0,2233.4,2231.8,2232.55,1119
2233.1,2233.8,2230.75,2231.0,1883
2230.85,2231.9,2230.1,2231.6,882
2231.15,2231.25,2228.55,2228.55,1067
2229.0,2229.65,2227.3,2228.05,1011
2228.45,2228.75,2227.15,2228.25,369
2228.3,2228.9,2227.55,2228.0,660
2228.2,2231.1,2228.2,2231.1,727
2231.15,2232.0,2229.9,2231.4,334
2232.3,2232.35,2230.05,2231.05,491
2230.95,2231.35,2228.75,2229.65,1467
2229.55,2229.75,2227.45,2228.2,1151
2227.95,2227.95,2225.2,2226.05,3152
2227.2,2227.2,2224.7,2225.25,1492
2225.3,2227.3,2224.55,2227.3,1852
2227.25,2227.25,2223.25,2223.25,2205
2222.75,2226.55,2222.75,2226.1,1401
2226.15,2227.3,2225.25,2226.6,499
2226.7,2228.8,2226.0,2226.0,200
2226.05,2226.85,2225.0,2226.85,324
2226.85,2226.95,2225.0,2225.0,450
2225.0,2226.1,2224.8,2224.8,637
2225.2,2228.0,2224.6,2227.85,2520
2228.5,2229.55,2226.6,2227.95,912
2227.95,2229.65,2227.95,2229.65,924
2229.35,2229.35,2227.5,2228.0,501
2228.0,2228.0,2226.1,2227.7,1183
2227.65,2229.2,2226.55,2229.2,1225
2227.85,2229.6,2227.7,2228.8,943
2229.25,2229.5,2227.4,2227.6,263
2228.75,2229.25,2227.8,2229.1,957
2229.5,2229.5,2228.0,2228.0,204
2228.65,2228.65,2227.2,2227.2,497
2227.35,2229.5,2226.15,2228.65,908
2229.5,2229.9,2226.3,2226.3,779
2227.55,2227.55,2226.1,2226.1,480
2226.1,2227.25,2226.1,2227.0,475
2227.0,2228.15,2225.7,2227.05,1191
2228.0,2228.75,2226.9,2228.7,660
2228.45,2228.75,2227.25,2227.95,197
2228.55,2228.55,2226.95,2227.0,54
2227.0,2227.35,2226.4,2227.0,1870
2227.0,2227.0,2226.4,2226.4,193
2226.15,2226.45,2224.65,2225.0,4150
2225.0,2226.45,2224.5,2226.0,9737
2226.0,2226.0,2221.55,2222.0,6041
2222.0,2222.0,2220.25,2221.35,18658
2221.0,2221.0,2219.55,2219.55,4276
2219.65,2220.0,2215.65,2216.95,7899
2216.9,2217.0,2215.75,2216.1,2281
2216.05,2216.8,2211.4,2211.95,12250
2212.3,2213.75,2210.1,2213.55,10444
2213.05,2215.0,2213.05,2213.65,2795
2212.9,2213.0,2212.05,2213.0,1430
2213.0,2214.5,2212.3,2214.4,5560
2214.35,2214.85,2213.2,2214.85,6230
2214.9,2216.95,2214.6,2216.0,1274
2216.0,2218.3,2214.85,2217.45,3535
2218.45,2219.9,2217.45,2217.45,2927
2218.1,2219.65,2217.3,2218.7,1206
2218.75,2219.9,2218.2,2219.9,402
2219.9,2219.9,2218.6,2219.25,1850
2219.6,2225.05,2219.2,2223.65,8868
2223.95,2225.65,2223.05,2224.7,2190
2223.65,2224.75,2222.05,2222.05,2786
2221.8,2222.85,2220.85,2221.1,1792
2221.8,2222.75,2221.35,2221.85,1490
2222.5,2222.55,2220.5,2221.25,1677
2220.6,2221.25,2220.2,2221.15,1927
2220.85,2222.75,2220.5,2222.1,1487
2222.1,2222.8,2221.95,2222.7,1207
2222.7,2223.75,2222.0,2223.75,2843
2223.75,2225.25,2223.0,2225.25,9692
2225.25,2227.6,2223.65,2223.65,6999
2223.75,2225.35,2222.35,2224.0,10591
2224.0,2224.0,2222.55,2223.9,10133
2223.95,2227.6,2222.8,2225.8,8531
2226.4,2226.4,2222.8,2223.0,8538
2224.0,2224.6,2222.8,2223.65,10344
2223.55,2224.25,2222.15,2223.0,7143
2222.8,2226.35,2222.8,2225.0,8945
2226.2,2228.7,2224.85,2228.2,6245
2228.9,2233.95,2227.7,2232.8,8920
2233.65,2248.9,2233.5,2248.35,27444
2250.0,2252.75,2245.9,2249.9,24474
2249.95,2254.95,2246.8,2251.15,11154
2251.95,2254.0,2249.25,2251.0,9099
2250.25,2257.0,2249.0,2255.95,14778
2255.95,2258.4,2251.3,2253.0,10964
2253.6,2257.45,2253.6,2255.95,6007
2256.65,2256.75,2253.05,2254.15,3897
2254.35,2255.0,2253.6,2254.95,2112
2255.0,2255.55,2250.8,2252.4,7321
2252.45,2253.05,2250.1,2251.9,4296
2251.95,2254.45,2251.25,2252.85,5719
2252.9,2253.7,2250.75,2251.45,3528
2251.8,2252.25,2250.25,2252.0,4189
2252.0,2252.2,2250.4,2250.95,4801
2251.4,2251.95,2250.0,2251.5,7131
2251.95,2255.0,2251.4,2254.25,11771
2254.45,2254.85,2251.5,2252.25,6309
2252.5,2252.95,2251.55,2252.4,3832
2251.8,2251.8,2248.15,2248.55,8073
2248.95,2248.95,2243.0,2243.9,6246
2243.95,2247.85,2243.95,2247.7,8170
2247.45,2248.25,2246.0,2247.0,5174
2247.0,2247.0,2244.4,2245.75,3943
2245.5,2246.5,2244.0,2244.25,12766
2245.45,2245.45,2242.9,2243.95,8278
2243.9,2244.9,2241.6,2243.1,6469
2242.5,2243.8,2241.3,2243.7,5258
2242.85,2243.75,2241.45,2242.6,7604
2242.6,2242.6,2238.25,2239.25,9936
2238.15,2239.4,2237.5,2237.6,2976
2237.7,2238.15,2237.3,2237.65,2921
2236.25,2237.95,2235.8,2237.85,2719
2237.85,2240.0,2237.1,2239.1,5180
2239.05,2239.25,2235.55,2237.9,5673
2238.05,2238.85,2236.5,2237.8,4761
2237.7,2239.5,2237.0,2239.05,3624
2239.0,2240.0,2236.35,2238.0,4675
2237.55,2242.0,2236.0,2242.0,5901
